Num	Good Pair	Bad Pair	Good_Surp	Bad_Surp	Correct
1	Wes teases me more than Fred does. Wes did not tease me, let alone Fred.	Wes teases me more than Fred does. Wes did not tease me, alone let Fred.	4.592464447021484	6.000281810760498	Y
2	Wes teases me less than Fred does. Fred did not tease me, let alone Wes.	Wes teases me less than Fred does. Fred did not tease me, alone let Wes.	4.97205114364624	6.221701145172119	Y
3	Wes comforts me more than Fred does. Wes did not comfort me, let alone Fred.	Wes comforts me more than Fred does. Wes did not comfort me, alone let Fred.	5.646675109863281	7.157088756561279	Y
4	Wes comforts me less than Fred does. Fred did not comfort me, let alone Wes.	Wes comforts me less than Fred does. Fred did not comfort me, alone let Wes.	6.258249282836914	7.61956787109375	Y
5	Wes teaches me more than Fred does. Wes did not teach me, let alone Fred.	Wes teaches me more than Fred does. Wes did not teach me, alone let Fred.	4.851897716522217	6.433217525482178	Y
6	Wes teaches me less than Fred does. Fred did not teach me, let alone Wes.	Wes teaches me less than Fred does. Fred did not teach me, alone let Wes.	5.431109428405762	6.889012336730957	Y
7	Wes learns from me more than Fred does. Wes did not learn from me, let alone Fred.	Wes learns from me more than Fred does. Wes did not learn from me, alone let Fred.	4.470400810241699	6.127282619476318	Y
8	Wes learns from me less than Fred does. Fred did not learn from me, let alone Wes.	Wes learns from me less than Fred does. Fred did not learn from me, alone let Wes.	5.166950225830078	6.58284854888916	Y
9	Wes helps me more than Fred does. Wes did not help me, let alone Fred.	Wes helps me more than Fred does. Wes did not help me, alone let Fred.	4.787999629974365	6.429075717926025	Y
10	Wes helps me less than Fred does. Fred did not help me, let alone Wes.	Wes helps me less than Fred does. Fred did not help me, alone let Wes.	5.550528049468994	7.018001079559326	Y
11	Wes hinders me more than Fred does. Wes did not hinder me, let alone Fred.	Wes hinders me more than Fred does. Wes did not hinder me, alone let Fred.	5.155313014984131	6.559719085693359	Y
12	Wes hinders me less than Fred does. Fred did not hinder me, let alone Wes.	Wes hinders me less than Fred does. Fred did not hinder me, alone let Wes.	5.6087470054626465	6.896636009216309	Y
13	Wes cooperates with me more than Fred does. Wes did not cooperate with me, let alone Fred.	Wes cooperates with me more than Fred does. Wes did not cooperate with me, alone let Fred.	4.190279006958008	5.66711950302124	Y
14	Wes cooperates with me less than Fred does. Fred did not cooperate with me, let alone Wes.	Wes cooperates with me less than Fred does. Fred did not cooperate with me, alone let Wes.	4.644069194793701	5.848093032836914	Y
15	Wes competes with me more than Fred does. Wes did not compete with me, let alone Fred.	Wes competes with me more than Fred does. Wes did not compete with me, alone let Fred.	4.433817386627197	6.003481864929199	Y
16	Wes competes with me less than Fred does. Fred did not compete with me, let alone Wes.	Wes competes with me less than Fred does. Fred did not compete with me, alone let Wes.	4.795749187469482	6.214414596557617	Y
17	Wes respects me more than Fred does. Wes did not respect me, let alone Fred.	Wes respects me more than Fred does. Wes did not respect me, alone let Fred.	5.244682312011719	6.706306457519531	Y
18	Wes respects me less than Fred does. Fred did not respect me, let alone Wes.	Wes respects me less than Fred does. Fred did not respect me, alone let Wes.	5.707770824432373	6.944383144378662	Y
19	Wes insults me more than Fred does. Wes did not insult me, let alone Fred.	Wes insults me more than Fred does. Wes did not insult me, alone let Fred.	5.5201334953308105	6.8655314445495605	Y
20	Wes insults me less than Fred does. Fred did not insult me, let alone Wes.	Wes insults me less than Fred does. Fred did not insult me, alone let Wes.	5.819738864898682	7.043513774871826	Y
21	Wes teases us more than Fred does. Wes did not tease us, let alone Fred.	Wes teases us more than Fred does. Wes did not tease us, alone let Fred.	4.408195495605469	5.8720221519470215	Y
22	Wes teases us less than Fred does. Fred did not tease us, let alone Wes.	Wes teases us less than Fred does. Fred did not tease us, alone let Wes.	4.990615367889404	6.213101863861084	Y
23	Wes comforts us more than Fred does. Wes did not comfort us, let alone Fred.	Wes comforts us more than Fred does. Wes did not comfort us, alone let Fred.	5.6499457359313965	7.19149923324585	Y
24	Wes comforts us less than Fred does. Fred did not comfort us, let alone Wes.	Wes comforts us less than Fred does. Fred did not comfort us, alone let Wes.	6.291626930236816	7.660090923309326	Y
25	Wes teaches us more than Fred does. Wes did not teach us, let alone Fred.	Wes teaches us more than Fred does. Wes did not teach us, alone let Fred.	4.695799827575684	6.3304266929626465	Y
26	Wes teaches us less than Fred does. Fred did not teach us, let alone Wes.	Wes teaches us less than Fred does. Fred did not teach us, alone let Wes.	5.501921653747559	6.893479824066162	Y
27	Wes learns from us more than Fred does. Wes did not learn from us, let alone Fred.	Wes learns from us more than Fred does. Wes did not learn from us, alone let Fred.	4.388810634613037	6.048328876495361	Y
28	Wes learns from us less than Fred does. Fred did not learn from us, let alone Wes.	Wes learns from us less than Fred does. Fred did not learn from us, alone let Wes.	5.106390476226807	6.461152076721191	Y
29	Wes helps us more than Fred does. Wes did not help us, let alone Fred.	Wes helps us more than Fred does. Wes did not help us, alone let Fred.	4.68728494644165	6.349006175994873	Y
30	Wes helps us less than Fred does. Fred did not help us, let alone Wes.	Wes helps us less than Fred does. Fred did not help us, alone let Wes.	5.630277156829834	7.0056304931640625	Y
31	Wes hinders us more than Fred does. Wes did not hinder us, let alone Fred.	Wes hinders us more than Fred does. Wes did not hinder us, alone let Fred.	5.1143341064453125	6.497477054595947	Y
32	Wes hinders us less than Fred does. Fred did not hinder us, let alone Wes.	Wes hinders us less than Fred does. Fred did not hinder us, alone let Wes.	5.63430643081665	6.890580654144287	Y
33	Wes cooperates with us more than Fred does. Wes did not cooperate with us, let alone Fred.	Wes cooperates with us more than Fred does. Wes did not cooperate with us, alone let Fred.	3.984726905822754	5.491479873657227	Y
34	Wes cooperates with us less than Fred does. Fred did not cooperate with us, let alone Wes.	Wes cooperates with us less than Fred does. Fred did not cooperate with us, alone let Wes.	4.44755744934082	5.619386672973633	Y
35	Wes competes with us more than Fred does. Wes did not compete with us, let alone Fred.	Wes competes with us more than Fred does. Wes did not compete with us, alone let Fred.	4.271669864654541	5.893831729888916	Y
36	Wes competes with us less than Fred does. Fred did not compete with us, let alone Wes.	Wes competes with us less than Fred does. Fred did not compete with us, alone let Wes.	4.828307151794434	6.231121063232422	Y
37	Wes respects us more than Fred does. Wes did not respect us, let alone Fred.	Wes respects us more than Fred does. Wes did not respect us, alone let Fred.	5.245567798614502	6.712156772613525	Y
38	Wes respects us less than Fred does. Fred did not respect us, let alone Wes.	Wes respects us less than Fred does. Fred did not respect us, alone let Wes.	5.809289455413818	7.012324810028076	Y
39	Wes insults us more than Fred does. Wes did not insult us, let alone Fred.	Wes insults us more than Fred does. Wes did not insult us, alone let Fred.	5.471217632293701	6.8285675048828125	Y
40	Wes insults us less than Fred does. Fred did not insult us, let alone Wes.	Wes insults us less than Fred does. Fred did not insult us, alone let Wes.	5.920487403869629	7.107438087463379	Y
41	Wes teases them more than Fred does. Wes did not tease them, let alone Fred.	Wes teases them more than Fred does. Wes did not tease them, alone let Fred.	4.35350227355957	5.909020900726318	Y
42	Wes teases them less than Fred does. Fred did not tease them, let alone Wes.	Wes teases them less than Fred does. Fred did not tease them, alone let Wes.	5.188215255737305	6.332863807678223	Y
43	Wes comforts them more than Fred does. Wes did not comfort them, let alone Fred.	Wes comforts them more than Fred does. Wes did not comfort them, alone let Fred.	5.400400161743164	7.098064422607422	Y
44	Wes comforts them less than Fred does. Fred did not comfort them, let alone Wes.	Wes comforts them less than Fred does. Fred did not comfort them, alone let Wes.	6.256218433380127	7.639419078826904	Y
45	Wes teaches them more than Fred does. Wes did not teach them, let alone Fred.	Wes teaches them more than Fred does. Wes did not teach them, alone let Fred.	4.524108409881592	6.351660251617432	Y
46	Wes teaches them less than Fred does. Fred did not teach them, let alone Wes.	Wes teaches them less than Fred does. Fred did not teach them, alone let Wes.	5.5542216300964355	6.902298927307129	Y
47	Wes learns from them more than Fred does. Wes did not learn from them, let alone Fred.	Wes learns from them more than Fred does. Wes did not learn from them, alone let Fred.	4.153034210205078	5.933595180511475	Y
48	Wes learns from them less than Fred does. Fred did not learn from them, let alone Wes.	Wes learns from them less than Fred does. Fred did not learn from them, alone let Wes.	5.072635650634766	6.3014750480651855	Y
49	Wes helps them more than Fred does. Wes did not help them, let alone Fred.	Wes helps them more than Fred does. Wes did not help them, alone let Fred.	4.464372158050537	6.2684102058410645	Y
50	Wes helps them less than Fred does. Fred did not help them, let alone Wes.	Wes helps them less than Fred does. Fred did not help them, alone let Wes.	5.649061679840088	7.013801097869873	Y
51	Wes hinders them more than Fred does. Wes did not hinder them, let alone Fred.	Wes hinders them more than Fred does. Wes did not hinder them, alone let Fred.	4.871790409088135	6.433670997619629	Y
52	Wes hinders them less than Fred does. Fred did not hinder them, let alone Wes.	Wes hinders them less than Fred does. Fred did not hinder them, alone let Wes.	5.639116287231445	6.869826793670654	Y
53	Wes cooperates with them more than Fred does. Wes did not cooperate with them, let alone Fred.	Wes cooperates with them more than Fred does. Wes did not cooperate with them, alone let Fred.	3.9028968811035156	5.448753356933594	Y
54	Wes cooperates with them less than Fred does. Fred did not cooperate with them, let alone Wes.	Wes cooperates with them less than Fred does. Fred did not cooperate with them, alone let Wes.	4.656289577484131	5.737170219421387	Y
55	Wes competes with them more than Fred does. Wes did not compete with them, let alone Fred.	Wes competes with them more than Fred does. Wes did not compete with them, alone let Fred.	4.188359260559082	5.97512674331665	Y
56	Wes competes with them less than Fred does. Fred did not compete with them, let alone Wes.	Wes competes with them less than Fred does. Fred did not compete with them, alone let Wes.	4.8555498123168945	6.193746566772461	Y
57	Wes respects them more than Fred does. Wes did not respect them, let alone Fred.	Wes respects them more than Fred does. Wes did not respect them, alone let Fred.	4.889448642730713	6.453385829925537	Y
58	Wes respects them less than Fred does. Fred did not respect them, let alone Wes.	Wes respects them less than Fred does. Fred did not respect them, alone let Wes.	5.745589733123779	6.977269172668457	Y
59	Wes insults them more than Fred does. Wes did not insult them, let alone Fred.	Wes insults them more than Fred does. Wes did not insult them, alone let Fred.	5.270809650421143	6.85290002822876	Y
60	Wes insults them less than Fred does. Fred did not insult them, let alone Wes.	Wes insults them less than Fred does. Fred did not insult them, alone let Wes.	5.915421009063721	7.144604682922363	Y
61	Wes teases you more than Fred does. Wes did not tease you, let alone Fred.	Wes teases you more than Fred does. Wes did not tease you, alone let Fred.	4.405657768249512	5.863494873046875	Y
62	Wes teases you less than Fred does. Fred did not tease you, let alone Wes.	Wes teases you less than Fred does. Fred did not tease you, alone let Wes.	4.882205009460449	6.077934265136719	Y
63	Wes comforts you more than Fred does. Wes did not comfort you, let alone Fred.	Wes comforts you more than Fred does. Wes did not comfort you, alone let Fred.	5.4007697105407715	6.931584358215332	Y
64	Wes comforts you less than Fred does. Fred did not comfort you, let alone Wes.	Wes comforts you less than Fred does. Fred did not comfort you, alone let Wes.	6.074576377868652	7.310685634613037	Y
65	Wes teaches you more than Fred does. Wes did not teach you, let alone Fred.	Wes teaches you more than Fred does. Wes did not teach you, alone let Fred.	4.535388946533203	6.107541561126709	Y
66	Wes teaches you less than Fred does. Fred did not teach you, let alone Wes.	Wes teaches you less than Fred does. Fred did not teach you, alone let Wes.	5.2190961837768555	6.491087436676025	Y
67	Wes learns from you more than Fred does. Wes did not learn from you, let alone Fred.	Wes learns from you more than Fred does. Wes did not learn from you, alone let Fred.	4.300329685211182	5.966436386108398	Y
68	Wes learns from you less than Fred does. Fred did not learn from you, let alone Wes.	Wes learns from you less than Fred does. Fred did not learn from you, alone let Wes.	5.0012125968933105	6.266531467437744	Y
69	Wes helps you more than Fred does. Wes did not help you, let alone Fred.	Wes helps you more than Fred does. Wes did not help you, alone let Fred.	4.5163254737854	6.130512714385986	Y
70	Wes helps you less than Fred does. Fred did not help you, let alone Wes.	Wes helps you less than Fred does. Fred did not help you, alone let Wes.	5.4484543800354	6.7418060302734375	Y
