Num	Good Pair	Bad Pair	Good_Surp	Bad_Surp	Correct
1	I would have needed to get up earlier in order to cook breakfast than to eat lunch. I barely got up in time to eat lunch, let alone cook breakfast.	I would have needed to get up earlier in order to cook breakfast than to eat lunch. I barely got up in time to eat lunch, alone let cook breakfast.	tensor(142.2019)	tensor(149.9454)	Y
2	It would probably be more challenging to get Fred to eat shrimp than to get Louise to eat squid. I doubt you could get Fred to eat shrimp, let alone Louise squid.	It would probably be more challenging to get Fred to eat shrimp than to get Louise to eat squid. I doubt you could get Fred to eat shrimp, alone let Louise squid.	tensor(204.5943)	tensor(206.8326)	Y
3	I would've needed to be even older to have served in World War One than to have served in World War Two. I was too young to serve in World War Two, let alone World War One.	I would've needed to be even older to have served in World War One than to have served in World War Two. I was too young to serve in World War Two, alone let World War One.	tensor(194.8364)	tensor(204.1731)	Y
4	Going barefoot is generally less likely to be a crime than walking around naked. Look, around here you can get arrested for going barefoot, let alone for walking around naked.	Going barefoot is generally less likely to be a crime than walking around naked. Look, around here you can get arrested for going barefoot, alone let for walking around naked.	tensor(204.9734)	tensor(214.8877)	Y
5	Allowing a child to drink whiskey is more lenient than allowing a child to drink Coke. Don't worry. Little Seymour's parents let him drink whiskey, let alone coke.	Allowing a child to drink whiskey is more lenient than allowing a child to drink Coke. Don't worry. Little Seymour's parents let him drink whiskey, alone let coke.	tensor(237.6255)	tensor(243.1533)	Y
6	Louise is even less likely to eat squid than Fred is. I doubt you could get Fred to eat squid, let alone Louise.	Louise is even less likely to eat squid than Fred is. I doubt you could get Fred to eat squid, alone let Louise.	tensor(157.2517)	tensor(162.7584)	Y
7	Louise is even less likely to eat squid than Fred is. I doubt you could get Fred, let alone Louise, to eat squid.	Louise is even less likely to eat squid than Fred is. I doubt you could get Fred, alone let Louise, to eat squid.	tensor(163.4291)	tensor(166.2612)	Y
8	Fred is even less likely to eat squid than he is to eat shrimp. My observations warrant the inference that Fred will not eat shrimp, let alone squid.	Fred is even less likely to eat squid than he is to eat shrimp. My observations warrant the inference that Fred will not eat shrimp, alone let squid.	tensor(203.2833)	tensor(211.0054)	Y
9	It is even less likely that he made General in World War Two than he made Colonel. I doubt he made Colonel in World War II, let alone General.	It is even less likely that he made General in World War Two than he made Colonel. I doubt he made Colonel in World War II, alone let General.	tensor(178.7722)	tensor(183.3370)	Y
10	Liking shrimp is more common than liking squid. He doesn't like shrimp, let alone squid.	Liking shrimp is more common than liking squid. He doesn't like shrimp, alone let squid.	tensor(128.1068)	tensor(134.4241)	Y
11	Doing such a thing would be even more unbelievable than imagining it. Who could imagine such a thing, let alone do it?	Doing such a thing would be even more unbelievable than imagining it. Who could imagine such a thing, alone let do it?	tensor(130.0417)	tensor(140.3976)	Y
12	I would want to read a book written by that swine even less than I would want to read an article about them. I don't even want to read an article about, let alone a book written by, that swine.	I would want to read a book written by that swine even less than I would want to read an article about them. I don't even want to read an article about, alone let a book written by, that swine.	tensor(185.8771)	tensor(194.4276)	Y
13	Getting Lucille to eat it would be even more challenging than getting John to touch it. You couldn't get John to touch it, let alone Lucille to eat it.	Getting Lucille to eat it would be even more challenging than getting John to touch it. You couldn't get John to touch it, alone let Lucille to eat it.	tensor(171.9062)	tensor(176.4202)	Y
14	Max is even less likely to eat squid than he is to eat shrimp. Max won't eat shrimp, let alone squid.	Max is even less likely to eat squid than he is to eat shrimp. Max won't eat shrimp, alone let squid.	tensor(140.1239)	tensor(145.5105)	Y
15	Max is even less willing to clean the squid than he is to touch the shrimp. Max won't touch the shrimp, let alone clean the squid.	Max is even less willing to clean the squid than he is to touch the shrimp. Max won't touch the shrimp, alone let clean the squid.	tensor(159.9407)	tensor(168.3890)	Y
16	Getting John to eat the shrimp would be easier than getting Lucille to eat the squid. They couldn't make John eat the shrimp, let alone Lucille the squid.	Getting John to eat the shrimp would be easier than getting Lucille to eat the squid. They couldn't make John eat the shrimp, alone let Lucille the squid.	tensor(200.3071)	tensor(204.3579)	Y
17	He is less likely to give ten dollars to a complete stranger than he is to give a nickel to his mother. He wouldn't give a nickel to his mother, let alone ten dollars to a complete stranger.	He is less likely to give ten dollars to a complete stranger than he is to give a nickel to his mother. He wouldn't give a nickel to his mother, alone let ten dollars to a complete stranger.	tensor(176.4974)	tensor(182.3375)	Y
18	Moishe is less likely to eat squid than shrimp. Shrimp Moishe won't eat, let alone squid.	Moishe is less likely to eat squid than shrimp. Shrimp Moishe won't eat, alone let squid.	tensor(157.7704)	tensor(162.5855)	Y
19	Breaking up Penutian is more fine-grained than breaking up Macro-Penutian. They've broken up Penutian, let alone Macro-Penutian. 	Breaking up Penutian is more fine-grained than breaking up Macro-Penutian. They've broken up Penutian, alone let Macro-Penutian. 	tensor(218.2931)	tensor(222.2354)	Y
