Num	Good Pair	Bad Pair	Good_Surp	Bad_Surp	Correct
1	I barely got up in time to eat lunch, let alone cook breakfast. I would have needed to get up earlier in order to cook breakfast than to eat lunch.	I barely got up in time to eat lunch, alone let cook breakfast. I would have needed to get up earlier in order to cook breakfast than to eat lunch.	tensor(124.5263)	tensor(138.7981)	Y
2	I doubt you could get Fred to eat shrimp, let alone Louise squid. It would probably be more challenging to get Fred to eat shrimp than to get Louise to eat squid.	I doubt you could get Fred to eat shrimp, alone let Louise squid. It would probably be more challenging to get Fred to eat shrimp than to get Louise to eat squid.	tensor(162.3619)	tensor(171.5616)	Y
3	I was too young to serve in World War Two, let alone World War One. I would've needed to be even older to have served in World War One than to have served in World War Two.	I was too young to serve in World War Two, alone let World War One. I would've needed to be even older to have served in World War One than to have served in World War Two.	tensor(142.8085)	tensor(161.2614)	Y
4	Look, around here you can get arrested for going barefoot, let alone for walking around naked. Going barefoot is generally less likely to be a crime than walking around naked.	Look, around here you can get arrested for going barefoot, alone let for walking around naked. Going barefoot is generally less likely to be a crime than walking around naked.	tensor(151.1934)	tensor(166.2246)	Y
5	Don't worry. Little Seymour's parents let him drink whiskey, let alone coke. Allowing a child to drink whiskey is more lenient than allowing a child to drink Coke.	Don't worry. Little Seymour's parents let him drink whiskey, alone let coke. Allowing a child to drink whiskey is more lenient than allowing a child to drink Coke.	tensor(174.2985)	tensor(189.2567)	Y
6	I doubt you could get Fred to eat squid, let alone Louise. Louise is even less likely to eat squid than Fred is.	I doubt you could get Fred to eat squid, alone let Louise. Louise is even less likely to eat squid than Fred is.	tensor(127.2611)	tensor(143.4669)	Y
7	I doubt you could get Fred, let alone Louise, to eat squid. Louise is even less likely to eat squid than Fred is.	I doubt you could get Fred, alone let Louise, to eat squid. Louise is even less likely to eat squid than Fred is.	tensor(138.4066)	tensor(149.7009)	Y
8	My observations warrant the inference that Fred will not eat shrimp, let alone squid. Fred is even less likely to eat squid than he is to eat shrimp.	My observations warrant the inference that Fred will not eat shrimp, alone let squid. Fred is even less likely to eat squid than he is to eat shrimp.	tensor(165.2761)	tensor(179.4496)	Y
9	I doubt he made Colonel in World War II, let alone General. It is even less likely that he made General in World War Two than he made Colonel.	I doubt he made Colonel in World War II, alone let General. It is even less likely that he made General in World War Two than he made Colonel.	tensor(140.0501)	tensor(151.0200)	Y
10	He doesn't like shrimp, let alone squid. Liking shrimp is more common than liking squid.	He doesn't like shrimp, alone let squid. Liking shrimp is more common than liking squid.	tensor(109.4295)	tensor(123.2599)	Y
